"","name","forecast.wk","value","team","season","location","target","pred.type","bin.lwr","bin.upr.strict"
"13656","p(200<=season_incidence<300)",44,0.7003,"baseline","2009/2010","iquitos","seasoninc","bin",200,300
"13657","p(300<=season_incidence<400)",44,0.2858,"baseline","2009/2010","iquitos","seasoninc","bin",300,400
"13658","p(400<=season_incidence<500)",44,0.0123,"baseline","2009/2010","iquitos","seasoninc","bin",400,500
"13659","p(500<=season_incidence<600)",44,0.0013,"baseline","2009/2010","iquitos","seasoninc","bin",500,600
"13660","p(600<=season_incidence<700)",44,3e-04,"baseline","2009/2010","iquitos","seasoninc","bin",600,700
"13661","p(700<=season_incidence<800)",44,0,"baseline","2009/2010","iquitos","seasoninc","bin",700,800
"13662","p(800<=season_incidence<900)",44,0,"baseline","2009/2010","iquitos","seasoninc","bin",800,900
"13663","p(900<=season_incidence<1000)",44,0,"baseline","2009/2010","iquitos","seasoninc","bin",900,1000
"13664","p(1000<=season_incidence)",44,0,"baseline","2009/2010","iquitos","seasoninc","bin",1000,NA
"13665","point",48,292.211731177987,"baseline","2009/2010","iquitos","seasoninc","point",NA,NA
"13666","p(0<=season_incidence<100)",48,0,"baseline","2009/2010","iquitos","seasoninc","bin",0,100
"13667","p(100<=season_incidence<200)",48,0,"baseline","2009/2010","iquitos","seasoninc","bin",100,200
"13668","p(200<=season_incidence<300)",48,0.7484,"baseline","2009/2010","iquitos","seasoninc","bin",200,300
"13669","p(300<=season_incidence<400)",48,0.2508,"baseline","2009/2010","iquitos","seasoninc","bin",300,400
"13670","p(400<=season_incidence<500)",48,8e-04,"baseline","2009/2010","iquitos","seasoninc","bin",400,500
"13671","p(500<=season_incidence<600)",48,0,"baseline","2009/2010","iquitos","seasoninc","bin",500,600
"13672","p(600<=season_incidence<700)",48,0,"baseline","2009/2010","iquitos","seasoninc","bin",600,700
"13673","p(700<=season_incidence<800)",48,0,"baseline","2009/2010","iquitos","seasoninc","bin",700,800
"13674","p(800<=season_incidence<900)",48,0,"baseline","2009/2010","iquitos","seasoninc","bin",800,900
"13675","p(900<=season_incidence<1000)",48,0,"baseline","2009/2010","iquitos","seasoninc","bin",900,1000
"13676","p(1000<=season_incidence)",48,0,"baseline","2009/2010","iquitos","seasoninc","bin",1000,NA
"13677","point",0,561.641706894562,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13678","p(0<=season_incidence<100)",0,0,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13679","p(100<=season_incidence<200)",0,0.0109,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13680","p(200<=season_incidence<300)",0,0.0596,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13681","p(300<=season_incidence<400)",0,0.1369,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13682","p(400<=season_incidence<500)",0,0.18,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13683","p(500<=season_incidence<600)",0,0.1705,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13684","p(600<=season_incidence<700)",0,0.1324,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13685","p(700<=season_incidence<800)",0,0.0943,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13686","p(800<=season_incidence<900)",0,0.0684,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13687","p(900<=season_incidence<1000)",0,0.05,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13688","p(1000<=season_incidence)",0,0.097,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13689","point",4,517.078521623471,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13690","p(0<=season_incidence<100)",4,4e-04,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13691","p(100<=season_incidence<200)",4,0.0168,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13692","p(200<=season_incidence<300)",4,0.0982,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13693","p(300<=season_incidence<400)",4,0.1698,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13694","p(400<=season_incidence<500)",4,0.1853,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13695","p(500<=season_incidence<600)",4,0.1533,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13696","p(600<=season_incidence<700)",4,0.1185,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13697","p(700<=season_incidence<800)",4,0.0821,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13698","p(800<=season_incidence<900)",4,0.0569,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13699","p(900<=season_incidence<1000)",4,0.0363,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13700","p(1000<=season_incidence)",4,0.0824,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13701","point",8,472.809167483385,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13702","p(0<=season_incidence<100)",8,7e-04,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13703","p(100<=season_incidence<200)",8,0.0337,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13704","p(200<=season_incidence<300)",8,0.1363,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13705","p(300<=season_incidence<400)",8,0.19,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13706","p(400<=season_incidence<500)",8,0.1871,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13707","p(500<=season_incidence<600)",8,0.1366,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13708","p(600<=season_incidence<700)",8,0.1063,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13709","p(700<=season_incidence<800)",8,0.0749,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13710","p(800<=season_incidence<900)",8,0.0456,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13711","p(900<=season_incidence<1000)",8,0.0276,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13712","p(1000<=season_incidence)",8,0.0612,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13713","point",12,486.940748922418,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13714","p(0<=season_incidence<100)",12,2e-04,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13715","p(100<=season_incidence<200)",12,0.0216,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13716","p(200<=season_incidence<300)",12,0.1136,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13717","p(300<=season_incidence<400)",12,0.1941,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13718","p(400<=season_incidence<500)",12,0.1925,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13719","p(500<=season_incidence<600)",12,0.1536,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13720","p(600<=season_incidence<700)",12,0.1031,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13721","p(700<=season_incidence<800)",12,0.074,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13722","p(800<=season_incidence<900)",12,0.0468,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13723","p(900<=season_incidence<1000)",12,0.0322,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13724","p(1000<=season_incidence)",12,0.0683,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13725","point",16,426.36186611941,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13726","p(0<=season_incidence<100)",16,5e-04,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13727","p(100<=season_incidence<200)",16,0.0506,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13728","p(200<=season_incidence<300)",16,0.184,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13729","p(300<=season_incidence<400)",16,0.2119,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13730","p(400<=season_incidence<500)",16,0.1829,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13731","p(500<=season_incidence<600)",16,0.1293,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13732","p(600<=season_incidence<700)",16,0.0871,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13733","p(700<=season_incidence<800)",16,0.0542,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13734","p(800<=season_incidence<900)",16,0.0335,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13735","p(900<=season_incidence<1000)",16,0.0221,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13736","p(1000<=season_incidence)",16,0.0439,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13737","point",20,439.562890394834,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13738","p(0<=season_incidence<100)",20,1e-04,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13739","p(100<=season_incidence<200)",20,0.0317,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13740","p(200<=season_incidence<300)",20,0.1631,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13741","p(300<=season_incidence<400)",20,0.225,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13742","p(400<=season_incidence<500)",20,0.1928,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13743","p(500<=season_incidence<600)",20,0.1357,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13744","p(600<=season_incidence<700)",20,0.0937,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13745","p(700<=season_incidence<800)",20,0.0549,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13746","p(800<=season_incidence<900)",20,0.0351,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13747","p(900<=season_incidence<1000)",20,0.0234,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13748","p(1000<=season_incidence)",20,0.0445,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13749","point",24,413.922804757005,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13750","p(0<=season_incidence<100)",24,0,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13751","p(100<=season_incidence<200)",24,0.0334,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13752","p(200<=season_incidence<300)",24,0.1931,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13753","p(300<=season_incidence<400)",24,0.2409,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13754","p(400<=season_incidence<500)",24,0.1989,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13755","p(500<=season_incidence<600)",24,0.1264,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13756","p(600<=season_incidence<700)",24,0.0808,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13757","p(700<=season_incidence<800)",24,0.0445,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13758","p(800<=season_incidence<900)",24,0.027,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13759","p(900<=season_incidence<1000)",24,0.0197,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13760","p(1000<=season_incidence)",24,0.0353,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13761","point",28,709.669169483612,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13762","p(0<=season_incidence<100)",28,0,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13763","p(100<=season_incidence<200)",28,0,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13764","p(200<=season_incidence<300)",28,0,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13765","p(300<=season_incidence<400)",28,0.0086,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13766","p(400<=season_incidence<500)",28,0.1019,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13767","p(500<=season_incidence<600)",28,0.1823,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13768","p(600<=season_incidence<700)",28,0.1888,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13769","p(700<=season_incidence<800)",28,0.1535,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13770","p(800<=season_incidence<900)",28,0.1024,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13771","p(900<=season_incidence<1000)",28,0.0766,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13772","p(1000<=season_incidence)",28,0.1859,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13773","point",32,636.315369364813,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13774","p(0<=season_incidence<100)",32,0,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13775","p(100<=season_incidence<200)",32,0,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13776","p(200<=season_incidence<300)",32,0,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13777","p(300<=season_incidence<400)",32,0,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13778","p(400<=season_incidence<500)",32,0.0047,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13779","p(500<=season_incidence<600)",32,0.3407,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13780","p(600<=season_incidence<700)",32,0.3658,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13781","p(700<=season_incidence<800)",32,0.1662,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13782","p(800<=season_incidence<900)",32,0.0683,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13783","p(900<=season_incidence<1000)",32,0.0294,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13784","p(1000<=season_incidence)",32,0.0249,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13785","point",36,582.332927010928,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13786","p(0<=season_incidence<100)",36,0,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13787","p(100<=season_incidence<200)",36,0,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13788","p(200<=season_incidence<300)",36,0,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13789","p(300<=season_incidence<400)",36,0,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13790","p(400<=season_incidence<500)",36,0,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13791","p(500<=season_incidence<600)",36,0.6274,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13792","p(600<=season_incidence<700)",36,0.3017,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13793","p(700<=season_incidence<800)",36,0.055,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13794","p(800<=season_incidence<900)",36,0.0114,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13795","p(900<=season_incidence<1000)",36,0.0025,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13796","p(1000<=season_incidence)",36,0.002,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13797","point",40,595.855778161558,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13798","p(0<=season_incidence<100)",40,0,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13799","p(100<=season_incidence<200)",40,0,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13800","p(200<=season_incidence<300)",40,0,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13801","p(300<=season_incidence<400)",40,0,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13802","p(400<=season_incidence<500)",40,0,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13803","p(500<=season_incidence<600)",40,0.5425,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13804","p(600<=season_incidence<700)",40,0.4063,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13805","p(700<=season_incidence<800)",40,0.0434,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13806","p(800<=season_incidence<900)",40,0.0059,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13807","p(900<=season_incidence<1000)",40,0.0012,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13808","p(1000<=season_incidence)",40,7e-04,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13809","point",44,592.078383864833,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13810","p(0<=season_incidence<100)",44,0,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13811","p(100<=season_incidence<200)",44,0,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13812","p(200<=season_incidence<300)",44,0,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13813","p(300<=season_incidence<400)",44,0,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13814","p(400<=season_incidence<500)",44,0,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13815","p(500<=season_incidence<600)",44,0.6249,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13816","p(600<=season_incidence<700)",44,0.355,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13817","p(700<=season_incidence<800)",44,0.0171,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13818","p(800<=season_incidence<900)",44,0.0023,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13819","p(900<=season_incidence<1000)",44,7e-04,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13820","p(1000<=season_incidence)",44,0,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13821","point",48,578.891561130183,"baseline","2010/2011","iquitos","seasoninc","point",NA,NA
"13822","p(0<=season_incidence<100)",48,0,"baseline","2010/2011","iquitos","seasoninc","bin",0,100
"13823","p(100<=season_incidence<200)",48,0,"baseline","2010/2011","iquitos","seasoninc","bin",100,200
"13824","p(200<=season_incidence<300)",48,0,"baseline","2010/2011","iquitos","seasoninc","bin",200,300
"13825","p(300<=season_incidence<400)",48,0,"baseline","2010/2011","iquitos","seasoninc","bin",300,400
"13826","p(400<=season_incidence<500)",48,0,"baseline","2010/2011","iquitos","seasoninc","bin",400,500
"13827","p(500<=season_incidence<600)",48,0.9391,"baseline","2010/2011","iquitos","seasoninc","bin",500,600
"13828","p(600<=season_incidence<700)",48,0.0607,"baseline","2010/2011","iquitos","seasoninc","bin",600,700
"13829","p(700<=season_incidence<800)",48,2e-04,"baseline","2010/2011","iquitos","seasoninc","bin",700,800
"13830","p(800<=season_incidence<900)",48,0,"baseline","2010/2011","iquitos","seasoninc","bin",800,900
"13831","p(900<=season_incidence<1000)",48,0,"baseline","2010/2011","iquitos","seasoninc","bin",900,1000
"13832","p(1000<=season_incidence)",48,0,"baseline","2010/2011","iquitos","seasoninc","bin",1000,NA
"13833","point",0,564.220337714263,"baseline","2011/2012","iquitos","seasoninc","point",NA,NA
"13834","p(0<=season_incidence<100)",0,1e-04,"baseline","2011/2012","iquitos","seasoninc","bin",0,100
"13835","p(100<=season_incidence<200)",0,0.0131,"baseline","2011/2012","iquitos","seasoninc","bin",100,200
"13836","p(200<=season_incidence<300)",0,0.0709,"baseline","2011/2012","iquitos","seasoninc","bin",200,300
"13837","p(300<=season_incidence<400)",0,0.1454,"baseline","2011/2012","iquitos","seasoninc","bin",300,400
"13838","p(400<=season_incidence<500)",0,0.1716,"baseline","2011/2012","iquitos","seasoninc","bin",400,500
"13839","p(500<=season_incidence<600)",0,0.1557,"baseline","2011/2012","iquitos","seasoninc","bin",500,600
"13840","p(600<=season_incidence<700)",0,0.1218,"baseline","2011/2012","iquitos","seasoninc","bin",600,700
"13841","p(700<=season_incidence<800)",0,0.094,"baseline","2011/2012","iquitos","seasoninc","bin",700,800
"13842","p(800<=season_incidence<900)",0,0.0684,"baseline","2011/2012","iquitos","seasoninc","bin",800,900
"13843","p(900<=season_incidence<1000)",0,0.053,"baseline","2011/2012","iquitos","seasoninc","bin",900,1000
"13844","p(1000<=season_incidence)",0,0.106,"baseline","2011/2012","iquitos","seasoninc","bin",1000,NA
"13845","point",4,572.003799864447,"baseline","2011/2012","iquitos","seasoninc","point",NA,NA
"13846","p(0<=season_incidence<100)",4,0,"baseline","2011/2012","iquitos","seasoninc","bin",0,100
"13847","p(100<=season_incidence<200)",4,0.0075,"baseline","2011/2012","iquitos","seasoninc","bin",100,200
"13848","p(200<=season_incidence<300)",4,0.06,"baseline","2011/2012","iquitos","seasoninc","bin",200,300
"13849","p(300<=season_incidence<400)",4,0.1405,"baseline","2011/2012","iquitos","seasoninc","bin",300,400
"13850","p(400<=season_incidence<500)",4,0.1721,"baseline","2011/2012","iquitos","seasoninc","bin",400,500
"13851","p(500<=season_incidence<600)",4,0.164,"baseline","2011/2012","iquitos","seasoninc","bin",500,600
"13852","p(600<=season_incidence<700)",4,0.1296,"baseline","2011/2012","iquitos","seasoninc","bin",600,700
"13853","p(700<=season_incidence<800)",4,0.1001,"baseline","2011/2012","iquitos","seasoninc","bin",700,800
"13854","p(800<=season_incidence<900)",4,0.0669,"baseline","2011/2012","iquitos","seasoninc","bin",800,900
"13855","p(900<=season_incidence<1000)",4,0.0464,"baseline","2011/2012","iquitos","seasoninc","bin",900,1000
"13856","p(1000<=season_incidence)",4,0.1129,"baseline","2011/2012","iquitos","seasoninc","bin",1000,NA
"13857","point",8,545.47701582729,"baseline","2011/2012","iquitos","seasoninc","point",NA,NA
"13858","p(0<=season_incidence<100)",8,1e-04,"baseline","2011/2012","iquitos","seasoninc","bin",0,100
"13859","p(100<=season_incidence<200)",8,0.0118,"baseline","2011/2012","iquitos","seasoninc","bin",100,200
"13860","p(200<=season_incidence<300)",8,0.0797,"baseline","2011/2012","iquitos","seasoninc","bin",200,300
"13861","p(300<=season_incidence<400)",8,0.1586,"baseline","2011/2012","iquitos","seasoninc","bin",300,400
"13862","p(400<=season_incidence<500)",8,0.1743,"baseline","2011/2012","iquitos","seasoninc","bin",400,500
"13863","p(500<=season_incidence<600)",8,0.1633,"baseline","2011/2012","iquitos","seasoninc","bin",500,600
"13864","p(600<=season_incidence<700)",8,0.1207,"baseline","2011/2012","iquitos","seasoninc","bin",600,700
"13865","p(700<=season_incidence<800)",8,0.0878,"baseline","2011/2012","iquitos","seasoninc","bin",700,800
"13866","p(800<=season_incidence<900)",8,0.061,"baseline","2011/2012","iquitos","seasoninc","bin",800,900
"13867","p(900<=season_incidence<1000)",8,0.0449,"baseline","2011/2012","iquitos","seasoninc","bin",900,1000
"13868","p(1000<=season_incidence)",8,0.0978,"baseline","2011/2012","iquitos","seasoninc","bin",1000,NA
"13869","point",12,503.417640768906,"baseline","2011/2012","iquitos","seasoninc","point",NA,NA
"13870","p(0<=season_incidence<100)",12,2e-04,"baseline","2011/2012","iquitos","seasoninc","bin",0,100
"13871","p(100<=season_incidence<200)",12,0.0209,"baseline","2011/2012","iquitos","seasoninc","bin",100,200
"13872","p(200<=season_incidence<300)",12,0.1129,"baseline","2011/2012","iquitos","seasoninc","bin",200,300
"13873","p(300<=season_incidence<400)",12,0.1797,"baseline","2011/2012","iquitos","seasoninc","bin",300,400
"13874","p(400<=season_incidence<500)",12,0.1806,"baseline","2011/2012","iquitos","seasoninc","bin",400,500
"13875","p(500<=season_incidence<600)",12,0.1511,"baseline","2011/2012","iquitos","seasoninc","bin",500,600
"13876","p(600<=season_incidence<700)",12,0.1076,"baseline","2011/2012","iquitos","seasoninc","bin",600,700
"13877","p(700<=season_incidence<800)",12,0.0728,"baseline","2011/2012","iquitos","seasoninc","bin",700,800
"13878","p(800<=season_incidence<900)",12,0.0541,"baseline","2011/2012","iquitos","seasoninc","bin",800,900
"13879","p(900<=season_incidence<1000)",12,0.0368,"baseline","2011/2012","iquitos","seasoninc","bin",900,1000
"13880","p(1000<=season_incidence)",12,0.0833,"baseline","2011/2012","iquitos","seasoninc","bin",1000,NA
"13881","point",16,472.124992061151,"baseline","2011/2012","iquitos","seasoninc","point",NA,NA
"13882","p(0<=season_incidence<100)",16,1e-04,"baseline","2011/2012","iquitos","seasoninc","bin",0,100
"13883","p(100<=season_incidence<200)",16,0.0294,"baseline","2011/2012","iquitos","seasoninc","bin",100,200
"13884","p(200<=season_incidence<300)",16,0.1363,"baseline","2011/2012","iquitos","seasoninc","bin",200,300
"13885","p(300<=season_incidence<400)",16,0.1944,"baseline","2011/2012","iquitos","seasoninc","bin",300,400
"13886","p(400<=season_incidence<500)",16,0.1881,"baseline","2011/2012","iquitos","seasoninc","bin",400,500
"13887","p(500<=season_incidence<600)",16,0.1412,"baseline","2011/2012","iquitos","seasoninc","bin",500,600
"13888","p(600<=season_incidence<700)",16,0.0966,"baseline","2011/2012","iquitos","seasoninc","bin",600,700
"13889","p(700<=season_incidence<800)",16,0.0715,"baseline","2011/2012","iquitos","seasoninc","bin",700,800
"13890","p(800<=season_incidence<900)",16,0.0483,"baseline","2011/2012","iquitos","seasoninc","bin",800,900
"13891","p(900<=season_incidence<1000)",16,0.0306,"baseline","2011/2012","iquitos","seasoninc","bin",900,1000
"13892","p(1000<=season_incidence)",16,0.0635,"baseline","2011/2012","iquitos","seasoninc","bin",1000,NA
"13893","point",20,401.077423768038,"baseline","2011/2012","iquitos","seasoninc","point",NA,NA
"13894","p(0<=season_incidence<100)",20,0.0017,"baseline","2011/2012","iquitos","seasoninc","bin",0,100
"13895","p(100<=season_incidence<200)",20,0.0765,"baseline","2011/2012","iquitos","seasoninc","bin",100,200
"13896","p(200<=season_incidence<300)",20,0.2043,"baseline","2011/2012","iquitos","seasoninc","bin",200,300
"13897","p(300<=season_incidence<400)",20,0.2152,"baseline","2011/2012","iquitos","seasoninc","bin",300,400
"13898","p(400<=season_incidence<500)",20,0.1618,"baseline","2011/2012","iquitos","seasoninc","bin",400,500
"13899","p(500<=season_incidence<600)",20,0.1201,"baseline","2011/2012","iquitos","seasoninc","bin",500,600
"13900","p(600<=season_incidence<700)",20,0.0703,"baseline","2011/2012","iquitos","seasoninc","bin",600,700
"13901","p(700<=season_incidence<800)",20,0.0476,"baseline","2011/2012","iquitos","seasoninc","bin",700,800
"13902","p(800<=season_incidence<900)",20,0.0334,"baseline","2011/2012","iquitos","seasoninc","bin",800,900
"13903","p(900<=season_incidence<1000)",20,0.0213,"baseline","2011/2012","iquitos","seasoninc","bin",900,1000
"13904","p(1000<=season_incidence)",20,0.0478,"baseline","2011/2012","iquitos","seasoninc","bin",1000,NA
"13905","point",24,349.574187766733,"baseline","2011/2012","iquitos","seasoninc","point",NA,NA
"13906","p(0<=season_incidence<100)",24,0.0029,"baseline","2011/2012","iquitos","seasoninc","bin",0,100
"13907","p(100<=season_incidence<200)",24,0.1221,"baseline","2011/2012","iquitos","seasoninc","bin",100,200
"13908","p(200<=season_incidence<300)",24,0.2494,"baseline","2011/2012","iquitos","seasoninc","bin",200,300
"13909","p(300<=season_incidence<400)",24,0.2306,"baseline","2011/2012","iquitos","seasoninc","bin",300,400
"13910","p(400<=season_incidence<500)",24,0.1438,"baseline","2011/2012","iquitos","seasoninc","bin",400,500
"13911","p(500<=season_incidence<600)",24,0.0967,"baseline","2011/2012","iquitos","seasoninc","bin",500,600
"13912","p(600<=season_incidence<700)",24,0.0572,"baseline","2011/2012","iquitos","seasoninc","bin",600,700
"13913","p(700<=season_incidence<800)",24,0.0325,"baseline","2011/2012","iquitos","seasoninc","bin",700,800
"13914","p(800<=season_incidence<900)",24,0.0209,"baseline","2011/2012","iquitos","seasoninc","bin",800,900
"13915","p(900<=season_incidence<1000)",24,0.0126,"baseline","2011/2012","iquitos","seasoninc","bin",900,1000
"13916","p(1000<=season_incidence)",24,0.0313,"baseline","2011/2012","iquitos","seasoninc","bin",1000,NA
"13917","point",28,215.328177469101,"baseline","2011/2012","iquitos","seasoninc","point",NA,NA
"13918","p(0<=season_incidence<100)",28,0.0391,"baseline","2011/2012","iquitos","seasoninc","bin",0,100
